product_id,product_name,category,brand,price,cost_price,launch_date
870,Curtains,Home,Loreal,330.12,221.34,2024-01-05
871,Bread,Grocery,Loreal,839.33,474.77,2023-12-07
872,Chair,Home,Samsung,453.03,332.08,2025-11-08
873,Snacks,Grocery,Sony,238.14,123.83,2025-11-05
874,Hoodie,Fashion,Adidas,282.54,209.75,2023-12-20
875,Shampoo,Beauty,Nike,1690.39,900.73,2026-04-06
876,Smart Watch,Electronics,Sony,1756.83,1374.0,2023-12-30
877,Lamp,Home,Sony,1126.89,576.88,2025-08-19
878,Lipstick,Beauty,Lenovo,114.39,86.57,2025-07-03
879,Face Wash,Beauty,Lenovo,472.41,270.87,2025-12-26
880,Hoodie,Fashion,Apple,778.66,609.61,2023-07-01
881,Sofa,Home,Sony,1341.59,940.21,2024-02-03
882,Mobile,Electronics,Apple,143.88,107.59,2024-07-28
883,Coffee,Grocery,Apple,1829.59,1123.41,2024-11-02
884,Lamp,Home,Puma,1335.27,890.98,2025-04-04
885,Bread,Grocery,Dell,52.59,36.24,2023-12-07
886,Body Lotion,Beauty,Adidas,1109.62,704.89,2024-03-03
887,Tablet,Electronics,Puma,1105.83,786.0,2023-06-05
888,Laptop,Electronics,Adidas,353.62,187.97,2024-10-22
889,Curtains,Home,LG,681.53,350.36,2026-02-20
890,Shampoo,Beauty,Sony,1677.31,913.21,2024-02-24
891,Sofa,Home,Loreal,100.69,66.35,2025-11-07
892,Mobile,Electronics,Dell,924.84,550.44,2023-11-24
893,Jeans,Fashion,Samsung,274.6,158.65,2025-05-22
894,Perfume,Beauty,Lenovo,363.74,269.49,2026-04-29
895,Headphones,Electronics,Nestle,1757.5,946.47,2026-01-31
896,Lamp,Home,Samsung,1709.05,1157.43,2026-05-20
897,Tablet,Electronics,Sony,1959.73,1162.32,2024-04-03
898,Dining Table,Home,Dell,948.76,730.48,2024-11-17
899,Lamp,Home,Nestle,128.88,90.85,2024-04-17
900,Perfume,Beauty,Apple,1780.35,901.88,2026-03-01
901,Dining Table,Home,Dell,1087.7,832.64,2026-02-17
902,Lipstick,Beauty,Lenovo,1568.47,1108.31,2023-06-07
903,T-Shirt,Fashion,LG,1568.94,978.64,2024-07-04
904,Shampoo,Beauty,Nestle,1394.05,955.83,2024-10-17
905,Tablet,Electronics,Apple,1332.79,895.62,2024-05-16
906,Snacks,Grocery,Nike,1266.28,982.29,2024-11-16
907,Coffee,Grocery,LG,423.98,251.7,2023-07-12
908,Smart Watch,Electronics,LG,348.36,270.81,2024-04-24
909,Chair,Home,Loreal,1980.94,1294.34,2026-05-06
910,Coffee,Grocery,LG,1610.69,1173.61,2026-04-11
911,Coffee,Grocery,Loreal,1368.9,979.77,2024-07-21
912,Snacks,Grocery,Apple,1056.88,756.84,2024-10-20
913,Tablet,Electronics,Samsung,1607.81,1160.59,2025-08-10
914,Jeans,Fashion,Apple,358.78,216.98,2024-12-14
915,Hoodie,Fashion,Apple,1480.72,908.53,2024-10-01
916,Jacket,Fashion,Sony,1805.92,1172.93,2023-06-01
917,Jeans,Fashion,Nestle,1584.07,840.46,2025-04-16
918,Headphones,Electronics,Apple,556.55,355.35,2026-01-04
919,Lipstick,Beauty,Nestle,564.99,283.35,2024-04-16
920,Shoes,Fashion,LG,442.71,236.88,2025-03-26
921,Shoes,Fashion,Nestle,263.2,205.17,2024-10-13
922,Sofa,Home,Nike,993.35,516.72,2023-06-07
923,Dining Table,Home,Lenovo,1096.68,869.54,2025-05-31
924,Snacks,Grocery,Adidas,657.41,479.41,2026-05-14
925,Hoodie,Fashion,Sony,576.8,422.9,2024-07-13
926,Dining Table,Home,Lenovo,1227.11,967.73,2024-09-02
927,Body Lotion,Beauty,Puma,998.21,703.64,2025-11-03
928,Smart Watch,Electronics,Dell,89.86,70.61,2023-06-24
929,Curtains,Home,Puma,1727.25,1090.99,2023-11-26
930,Jeans,Fashion,Dell,1610.97,1032.39,2023-08-17
931,Laptop,Electronics,Loreal,1015.72,704.15,2024-03-31
932,Jeans,Fashion,Apple,582.74,391.35,2023-10-02
933,Milk,Grocery,Nestle,1546.44,981.52,2025-11-01
934,Perfume,Beauty,Samsung,770.56,511.66,2023-09-16
935,Body Lotion,Beauty,Sony,823.91,560.21,2024-01-07
936,Tablet,Electronics,Apple,142.49,91.54,2023-12-10
937,Perfume,Beauty,Puma,883.61,558.28,2025-11-20
938,Chair,Home,Adidas,1257.91,786.48,2024-08-24
939,Shampoo,Beauty,Lenovo,1132.03,652.64,2025-04-30
940,Mobile,Electronics,Lenovo,1485.67,743.42,2025-11-18
941,Sofa,Home,Adidas,1791.01,1050.58,2023-10-09
942,Lamp,Home,Adidas,1902.75,960.81,2026-01-12
943,Curtains,Home,Nestle,132.49,104.22,2025-11-27
944,Shampoo,Beauty,Puma,1526.21,907.6,2023-09-02
945,Hoodie,Fashion,Dell,572.2,391.35,2024-10-31
946,Dining Table,Home,Dell,1810.38,1222.85,2024-05-10
947,Bread,Grocery,Puma,435.72,263.76,2025-02-05
948,Perfume,Beauty,Loreal,53.61,36.94,2025-06-17
949,Headphones,Electronics,Lenovo,1106.62,565.78,2024-11-24
950,Milk,Grocery,LG,1892.85,1193.77,2023-09-17
951,Lamp,Home,Adidas,1472.67,870.92,2025-04-24
952,Headphones,Electronics,Apple,1617.73,1048.85,2025-10-16
953,Coffee,Grocery,Adidas,757.85,537.23,2024-02-05
954,Headphones,Electronics,Nestle,1330.31,852.72,2023-12-23
955,Jacket,Fashion,Lenovo,775.88,435.53,2024-06-13
956,Milk,Grocery,Puma,1648.42,893.86,2026-05-04
957,Chair,Home,LG,1396.61,1040.1,2025-11-10
958,Shampoo,Beauty,Lenovo,367.59,210.99,2025-08-31
959,Lamp,Home,Loreal,1296.12,766.25,2024-07-20
960,Curtains,Home,Sony,269.83,154.97,2024-04-20
961,Face Wash,Beauty,LG,1813.48,1253.15,2026-05-22
962,Lipstick,Beauty,Sony,1206.83,663.26,2025-01-17
963,Hoodie,Fashion,Samsung,127.12,68.23,2025-01-01
964,Curtains,Home,Loreal,819.62,519.63,2025-02-12
965,Shampoo,Beauty,Samsung,1917.79,1439.48,2024-07-30
966,Chair,Home,Nike,527.95,380.28,2024-06-08
967,Lipstick,Beauty,Samsung,1677.71,981.49,2023-07-26
968,Hoodie,Fashion,Dell,857.49,516.87,2025-02-17
969,Headphones,Electronics,Adidas,169.24,93.93,2026-03-07
970,Perfume,Beauty,Lenovo,1795.26,1180.98,2023-08-09
971,Sofa,Home,Adidas,1045.67,675.38,2024-06-28
972,Smart Watch,Electronics,Samsung,851.11,498.45,2024-12-27
973,Milk,Grocery,Loreal,650.7,328.95,2024-04-20
974,Sofa,Home,Sony,1425.22,1061.0,2025-05-22
975,Mobile,Electronics,Puma,599.72,444.79,2025-08-31
976,Chair,Home,Apple,331.13,182.14,2024-08-01
977,Coffee,Grocery,LG,1606.79,1160.08,2026-03-26
978,Chair,Home,Nestle,25.53,19.2,2024-10-26
979,Milk,Grocery,Dell,1026.26,648.47,2024-09-13
980,Headphones,Electronics,Puma,1740.51,1042.73,2026-05-09
981,Curtains,Home,Sony,693.17,508.93,2024-11-10
982,Smart Watch,Electronics,Dell,1512.27,1158.73,2023-07-01
983,Milk,Grocery,Samsung,521.63,323.52,2024-08-26
984,T-Shirt,Fashion,Sony,1693.29,984.05,2025-12-19
985,Bread,Grocery,Loreal,42.67,23.17,2024-07-31
986,Curtains,Home,Nike,1729.67,1376.48,2023-08-27
987,T-Shirt,Fashion,Nike,1911.49,1405.28,2026-02-07
988,Chair,Home,Loreal,1708.69,1053.67,2024-06-30
989,Coffee,Grocery,Adidas,14.64,10.53,2025-03-04
990,Lamp,Home,Loreal,352.5,204.54,2024-07-24
991,Bread,Grocery,LG,575.67,323.48,2026-01-11
992,T-Shirt,Fashion,Nike,1327.15,996.36,2023-10-04
993,Jeans,Fashion,Samsung,1400.41,712.47,2024-09-24
994,Perfume,Beauty,Loreal,1309.92,788.94,2025-07-07
995,Laptop,Electronics,Apple,768.63,438.36,2023-11-16
996,Laptop,Electronics,Dell,238.26,137.29,2024-03-05
997,Headphones,Electronics,Apple,531.86,366.83,2024-07-19
998,Bread,Grocery,Loreal,148.87,105.57,2023-11-23
999,T-Shirt,Fashion,Sony,994.89,535.93,2025-07-12
1000,Milk,Grocery,Sony,1673.85,1129.72,2024-10-03
